2,17:15:54.283,AA55000500010000A4
1,17:15:54.287,AA55000F00010100446F745061645F333230C1
2,17:15:54.323,AA55000500000000A5
1,17:15:54.325,AA55000D00000100312E302E302E3031BA
2,17:15:54.352,AA55000500001000A4
2,17:15:57.533,AA55001A00020080003C01380C3C13000000000000000000000000000001
1,17:15:57.560,AA5500060002010000A6
2,17:15:57.608,AA55002401020000000000000000000000804844662A22622A22424C8808000000000000000000A0
1,17:15:57.639,AA5500060102010000A7
2,17:15:57.683,AA550024020200000000000000000080240110228410420810C200300C7029C28408000000000015
1,17:15:57.696,AA5500060202010000A4
2,17:15:57.758,AA55002403020000000000000000680100000000006108308400C3006108E1100EF0228C0000001B
1,17:15:57.771,AA5500060302010000A5
2,17:15:57.818,AA550024040200000000E0221F11C300000000000000300C100E000F000F100EE1100E87C300002B
1,17:15:57.831,AA5500060402010000A2
2,17:15:57.877,AA55002405020000000010429446F40000000000000000F000F000F0000F000FF0000F78F0000051
1,17:15:57.891,AA5500060502010000A3
2,17:15:57.953,AA55002406020000000000680100F00000000000000000100E108EF8888FF0000FF0C0C303CB0083
1,17:15:57.966,AA5500060602010000A0
2,17:15:58.013,AA550024070200000000C00300331086000000000000008027114803C0031179117911211E48C35D
1,17:15:58.025,AA5500060702010000A1
2,17:15:58.088,AA5500240802000000003C00008024129125224CC422123D0052442401409A8824010000304CF4FA
1,17:15:58.100,AA5500060802010000AE
2,17:15:58.147,AA5500240902000000B4E84824010000001111204524120000000000000000000080482CF2981654
1,17:15:58.159,AA5500060902010000AF
2,17:15:58.208,AA5500240A020000000000000000000000000000000000000000000080CC6C6655472223110000E9
1,17:15:58.222,AA5500060A02010000AC
2,17:17:36.429,AA55001A00020080003C01380C3C13000000000000000000000000000001
1,17:17:36.541,AA5500060002010000A6
2,17:17:36.599,AA5500240102000000000000000000000000000000000000000000000000000000000000000000A6
1,17:17:36.718,AA5500060102010000A7
2,17:17:36.762,AA5500240202000000000000000000000000000000000000000000000000000000000000000000A5
1,17:17:36.812,AA5500060202010000A4
2,17:17:36.877,AA5500240302000000000000000000000000000000000000000000000000000000000000000000A4
1,17:17:36.916,AA5500060302010000A5
2,17:17:36.983,AA5500240402000000000000000000000000000000000000000000000000000000000000000000A3
1,17:17:37.039,AA5500060402010000A2
2,17:17:37.116,AA5500240502000000000000000000000000000000000000000000000000000000000000000000A2
1,17:17:37.154,AA5500060502010000A3
2,17:17:37.197,AA5500240602000000000000000000000000000000000000000000000000000000000000000000A1
1,17:17:37.250,AA5500060602010000A0
2,17:17:37.296,AA5500240702000000000000000000000000000000000000000000000000000000000000000000A0
1,17:17:37.341,AA5500060702010000A1
2,17:17:37.402,AA5500240802000000000000000000000000000000000000000000000000000000000000000000AF
1,17:17:37.442,AA5500060802010000AE
2,17:17:37.499,AA5500240902000000000000000000000000000000000000000000000000000000000000000000AE
1,17:17:37.554,AA5500060902010000AF
2,17:17:37.599,AA5500240A02000000000000000000000000000000000000000000000000000000000000000000AD
1,17:17:37.663,AA5500060A02010000AC
